1,1 NA,1,EDM,Ryan Nugent-Hopkins,C,CAN,6′ 0,171,Red Deer,WHL
1,2 NA,2,COL,Gabriel Landeskog,LW,SWE,6′ 1,204,Kitchener,OHL
1,3 NA,3,FLA,Jonathan Huberdeau,C,CAN,6′ 1,171,Saint John,QMJHL
1,1 EUR,4,NJD,Adam Larsson,D,SWE,6′ 3,197,Skelleftea,SWEDEN
1,8 NA,5,NYI,Ryan Strome,C,CAN,6′ 0,177,Niagara,OHL
1,2 EUR,6,OTT,Mika Zibanejad,C,SWE,6′ 2,195,Djurgardens,SWEDEN
1,16 NA,7,WPG,Mark Scheifele,C,CAN,6′ 2,184,Barrie,OHL
1,6 NA,8,PHI,Sean Couturier,C,USA,6′ 3,197,Drummondville,QMJHL
1,4 NA,9,BOS,Dougie Hamilton,D,CAN,6′ 5,193,Niagara,OHL
1,3 EUR,10,MIN,Jonas Brodin,D,SWE,6′ 1,166,Farjestad,SWEDEN
1,10 NA,11,COL,Duncan Siemens,D,CAN,6′ 3,196,Saskatoon,WHL
1,9 NA,12,CAR,Ryan Murphy,D,CAN,5′ 11,170,Kitchener,OHL
1,7 NA,13,CGY,Sven Baertschi,LW,CHE,5′ 10,181,Portland,WHL
1,13 NA,14,DAL,Jamie Oleksiak,D,CAN,6′ 7,241,Northeastern,H-EAST
1,23 NA,15,NYR,J.T. Miller,C,USA,6′ 1,189,USA U-18,USHL
1,4 EUR,16,BUF,Joel Armia,RW,FIN,6′ 3,192,Assat,FINLAND
1,5 NA,17,MTL,Nathan Beaulieu,D,CAN,6′ 1,179,Saint John,QMJHL
1,14 NA,18,CHI,Mark McNeill,C,CAN,6′ 1,211,Prince Albert,WHL
1,6 EUR,19,EDM,Oscar Klefbom,D,SWE,6′ 3,204,Farjestad,SWEDEN
1,25 NA,20,PHX,Connor Murphy,D,USA,6′ 3,190,USA U-18,USHL
1,35 NA,21,OTT,Stefan Noesen,RW,USA,6′ 0,187,Plymouth,OHL
1,22 NA,22,TOR,Tyler Biggs,RW,USA,6′ 2,205,USA U-18,USHL
1,12 NA,23,PIT,Joe Morrow,D,CAN,6′ 0,199,Portland,WHL
1,28 NA,24,OTT,Matt Puempel,LW,CAN,6′ 0,198,Peterborough,OHL
1,53 NA,25,TOR,Stuart Percy,D,CAN,6′ 1,187,Mississauga,OHL
1,27 NA,26,CHI,Phillip Danault,LW,CAN,6′ 0,181,Victoriaville,QMJHL
1,11 NA,27,TBL,Vladislav Namestnikov,C,RUS,5′ 11,171,London,OHL
1,15 NA,28,MIN,Zack Phillips,C,CAN,6′ 0,175,Saint John,QMJHL
1,21 NA,29,VAN,Nicklas Jensen,LW/RW,DNK,6′ 2,202,Oshawa,OHL
1,30 NA,30,ANA,Rickard Rakell,RW,SWE,6′ 0,199,Plymouth,OHL
2,36 NA,31,EDM,David Musil,D,CAN,6′ 3,196,Vancouver,WHL
2,17 NA,32,STL,Ty Rattie,RW,CAN,5′ 11,165,Portland,WHL
2,32 NA,33,FLA,Rocco Grimaldi,C,USA,5′ 6,160,USA U-18,USHL
2,24 NA,34,NYI,Scott Mayfield,D,USA,6′ 4,203,Youngstown,USHL
2,20 NA,35,DET,Tomas Jurco,RW,SVK,6′ 1,191,Saint John,QMJHL
2,45 NA,36,CHI,Adam Clendening,D,USA,5′ 11,187,Boston University,H-EAST
2,18 NA,37,CBJ,Boone Jenner,C,CAN,6′ 1,196,Oshawa,OHL
2,2 EUR,38,NSH,Magnus Hellberg,G,SWE,6′ 5,185,Almtuna,SWEDEN-2
2,1 NA,39,ANA,John Gibson,G,USA,6′ 3,206,USA U-18,USHL
2,29 NA,40,BOS,Alex Khokhlachev,C/LW,RUS,5′ 10,183,Windsor,OHL
2,5 EUR,41,STL,Dmitrij Jaskin,RW,RUS,6′ 2,196,Slavia,CZREP
2,12 EUR,42,CAR,Victor Rask,C,SWE,6′ 1,189,Leksand,SWEDEN-2
2,19 NA,43,CHI,Brandon Saad,LW,USA,6′ 1,203,Saginaw,OHL
2,36 NA,44,DAL,Brett Ritchie,RW,CAN,6′ 3,209,Sarnia,OHL
2,9 EUR,45,CGY,Markus Granlund,C,FIN,5′ 11,166,HIFK Jr.,FINLAND-JR.
2,33 NA,46,STL,Joel Edmundson,D,CAN,6′ 5,190,Moose Jaw,WHL
