2,39,8 EUR-G,WSH,Vitek Vanecek,G,CZE,6′ 0″,180,Liberec Jr.,CZREP-JR.
2,40,30 EUR,OTT,Andreas Englund,D,SWE,6′ 3″,189,Djurgarden,Allsvenskan (SWE)
2,41,43 NA,NJD,Joshua Jacobs,D,USA,6′ 1″,193,Indiana,USHL
2,42,13 EUR,NSH,Vladislav Kamenev,LW,RUS,6′ 2″,203,Magnitogorsk 2,RUSSIA-JR.
2,43,20 NA,ARI,Ryan MacInnis,C,USA,6′ 3″,183,Kitchener,OHL
2,44,25 NA,BUF,Eric Cornel,C,CAN,6′ 1″,186,Peterborough,OHL
2,45,34 NA,DAL,Brett Pollock,LW,CAN,6′ 2″,182,Edmonton,WHL
2,46,19 EUR,SJS,Julius Bergman,D,SWE,6′ 1″,187,Frolunda Jr.,SWEDEN-JR.
2,47,57 NA,CBJ,Ryan Collins,D,USA,6′ 5″,202,USA U-18,USHL
2,48,40 NA,PHI,Nicolas Aube-Kubel,RW,CAN,5′ 11″,187,Val d’Or,QMJHL
2,49,41 NA,BUF,Vaclav Karabacek,RW,CZE,5′ 11″,196,Gatineau,QMJHL
2,50,27 NA,LAK,Roland McKeown,D,CAN,6′ 0″,195,Kingston,OHL
2,51,30 NA,NSH,Jack Dougherty,D,USA,6′ 1″,186,USA U-18,USHL
2,52,87 NA,STL,Maxim Letunov,C,RUS,6′ 2″,155,Youngstown,USHL
2,53,27 EUR,SJS,Noah Rod,RW,CHE,6′ 0″,188,Geneve Jr.,SWISS-JR.
2,54,39 NA,CGY,Hunter Smith,RW,CAN,6′ 6″,208,Oshawa,OHL
2,55,92 NA,ANA,Brandon Montour,D,CAN,5′ 11″,172,Waterloo,USHL
2,56,58 NA,BOS,Ryan Donato,C,USA,6′ 0″,174,Dexter School,HIGH-MA
2,57,44 NA,TBL,Johnathan MacLeod,D,USA,6′ 1″,200,USA U-18,USHL
2,58,71 NA,ARI,Christian Dvorak,LW,USA,6′ 0″,178,London,OHL
2,59,6 NA-G,NYR,Brandon Halverson,G,USA,6′ 3″,176,Sault Ste. Marie,OHL
2,60,187 NA,LAK,Alex Lintuniemi,D,FIN,6′ 3″,231,Ottawa,OHL
3,61,2 EUR-G,BUF,Jonas Johansson,G,SWE,6′ 3″,198,Brynas Jr.,SWEDEN-JR.
3,62,67 NA,NSH,Justin Kirkland,LW,CAN,6′ 2″,175,Kelowna,WHL
3,63,97 NA,DET,Dominic Turgeon,C,CAN,6′ 1″,198,Portland,WHL
3,64,63 NA,CGY,Brandon Hickey,D,CAN,6′ 1″,177,Spruce Grove,AJHL
3,65,14 EUR,FLA,Juho Lammikko,RW,FIN,6′ 2″,189,Assat Jr.,FINLAND-JR.
3,66,65 EUR,VAN,Nikita Tryamkin,D,RUS,6′ 7″,228,Yekaterinburg,RUSSIA
3,67,66 NA,CAR,Warren Foegele,LW,CAN,6′ 0″,178,St. Andrews,HIGH-ON
3,68,83 NA,TOR,Rinat Valiev,D,RUS,6′ 1″,205,Kootenay,WHL
3,69,38 NA,WPG,Jack Glover,D,USA,6′ 3″,190,USA U-18,USHL
3,70,74 NA,OTT,Miles Gendron,D,USA,6′ 1″,181,Rivers Academy,HIGH-MA
3,71,46 NA,NJD,Connor Chatham,RW,USA,6′ 2″,222,Plymouth,OHL
3,72,78 NA,SJS,Alex Schoenborn,RW,USA,6′ 0″,196,Portland,WHL
3,73,52 NA,MTL,Brett Lernout,D,CAN,6′ 4″,206,Swift Current,WHL
3,74,26 NA,BUF,Brycen Martin,D,CAN,6′ 1″,195,Swift Current,WHL
3,75,56 NA,DAL,Alexander Peters,D,CAN,6′ 3″,207,Plymouth,OHL
3,76,6 EUR-G,CBJ,Elvis Merzlikins,G,LVA,6′ 3″,187,Lugano,SWISS
3,77,55 NA,CBJ,Blake Siebenaler,D,USA,6′ 0″,192,Niagara,OHL
3,78,5 EUR-G,NYI,Ilya Sorokin,G,RUS,6′ 2″,167,Novokuznetsk,RUSSIA
3,79,31 NA,TBL,Brayden Point,C,CAN,5′ 9″,160,Moose Jaw,WHL
3,80,107 NA,MIN,Louis Belpedio,D,USA,5′ 11″,198,USA U-18,USHL
3,81,33 NA,SJS,Dylan Sadowy,LW,CAN,5′ 11″,183,Saginaw,OHL
3,82,47 NA,STL,Jake Walman,D,CAN,6′ 0″,170,Toronto JC,OJHL
3,83,98 NA,CHI,Matt Iacopelli,RW,USA,6′ 1″,192,Muskegon,USHL
3,84,191 NA,COL,Kyle Wood,D,CAN,6′ 3″,195,North Bay,OHL
3,85,85 NA,NYR,Keegan Iverson,C/RW,USA,6′ 0″,219,Portland,WHL
3,86,124 NA,PHI,Mark Friedman,D,CAN,5′ 10″,185,Waterloo,USHL
3,87,11 EUR,ARI,Anton Karlsson,RW,SWE,6′ 1″,187,Frolunda Jr.,SWEDEN-JR.
3,88,79 NA,CHI,Beau Starrett,C/LW,USA,6′ 4″,197,South Shore,USPHL PRE.
3,89,NR,WSH,Nathan Walker,LW,GBR,6′ 0″,180,Hershey,AHL
3,90,68 NA,LAK,Michael Amadio,C,CAN,6′ 1″,190,North Bay,OHL
4,91,18 EUR,EDM,William Lagesson,D,SWE,6′ 2″,196,Frolunda Jr.,SWEDEN-JR.
4,92,139 NA,FLA,Joe Wegwerth,RW,USA,6′ 3″,230,USA U-18,USHL
4,93,32 NA,COL,Nick Magyar,RW,USA,6′ 1″,194,Kitchener,OHL
4,94,1 EUR-G,STL,Ville Husso,G,FIN,6′ 3″,205,HIFK,FINLAND
4,95,3 EUR-G,NYI,Linus Soderstrom,G,SWE,6′ 3″,187,Djurgarden Jr.,SWEDEN-JR.
4,96,111 NA,CAR,Josh Wesley,D,USA,6′ 2″,194,Plymouth,OHL
4,97,20 EUR,CAR,Lucas Wallmark,C,SWE,6′ 0″,176,Lulea,SWEDEN
4,98,NR,CHI,Fredrik Olofsson,LW,SWE,6′ 1″,185,Chicago,USHL
4,99,36 NA,WPG,Chase De Leo,C,USA,5′ 9″,178,Portland,WHL
4,100,45 NA,OTT,Shane Eiserman,C/LW,USA,6′ 1″,200,Dubuque,USHL
4,101,93 NA,WPG,Nelson Nogier,D,CAN,6′ 2″,191,Saskatoon,WHL
4,102,112 NA,SJS,Alexis Vanier,D,CAN,6′ 4″,215,Baie Comeau,QMJHL
4,103,135 NA,TOR,John Piccinich,RW,USA,5′ 11″,190,Youngstown,USHL
4,104,149 NA,NYR,Ryan Mantha,RW,USA,6′ 4″,208,Sioux City,USHL
4,105,108 NA,DAL,Michael Prapavessis,D,CAN,6′ 0″,173,Toronto Lakeshore,OJHL
4,106,89 EUR,DET,Christoffer Ehn,C,SWE,6′ 3″,181,Frolunda Jr.,SWEDEN-JR.
4,107,62 NA,CBJ,Julien Pelletier,LW,CAN,5′ 11″,177,Cape Breton,QMJHL
4,108,NR,NYI,Devon Toews,D,CAN,5′ 11″,175,Quinnipiac,ECAC
4,109,4 EUR-G,MIN,Kaapo Kahkonen,G,FIN,6′ 1″,219,Blues Jr.,FINLAND-JR.
4,110,100 NA,STL,Austin Poganski,RW,USA,6′ 1″,198,Tri-City,USHL
4,111,20 NA-G,EDM,Zachary Nagelvoort,G,USA,6′ 2″,190,U. of Michigan,BIG10
4,112,NR,NSH,Viktor Arvidsson,LW,SWE,5′ 9″,172,Skelleftea,SWEDEN
4,113,184 NA,PIT,Sam Lafferty,C/LW,USA,6′ 0″,187,Deerfield Academy,HIGH-MA
4,114,110 NA,COL,Alexis Pepin,LW,CAN,6′ 2″,218,Gatineau,QMJHL
4,115,3 NA-G,DAL,Brent Moran,G,CAN,6′ 3″,186,Niagara,OHL
4,116,NR,BOS,Danton Heinen,C/LW,CAN,6′ 0″,165,Surrey,BCHL
4,117,49 NA,ARI,Michael Bunting,LW,CAN,5′ 11″,174,Sault Ste. Marie,OHL
4,118,7 EUR-G,NYR,Igor Shesterkin,G,RUS,6′ 1″,187,Spartak 2,RUSSIA-JR.
4,119,86 NA,TBL,Ben Thomas,D,CAN,6′ 1″,190,Calgary,WHL
4,120,NR,LAK,Steven Johnson,D,USA,6′ 0″,185,Omaha,USHL
5,121,116 NA,BUF,Maxwell Willman,C,USA,5′ 11″,181,Williston-North Hampton,HIGH-MA
5,122,50 NA,NYR,Richard Nejezchleb,LW,CZE,6′ 2″,203,Brandon,WHL
5,123,61 NA,ANA,Matthew Berkovitz,D,USA,6′ 1″,180,Ashwaubenon,HIGH-WI
5,124,95 NA,STL,Jaedon Descheneau,RW,CAN,5′ 8″,186,Kootenay,WHL
5,125,205 NA,MTL,Nikolas Koberstein,D,CAN,6′ 1″,180,Olds,AJHL
5,126,25 EUR,VAN,Gustav Forsling,D,SWE,5′ 11″,176,Linkoping Jr.,SWEDEN-JR.
5,127,104 NA,CAR,Clark Bishop,C,CAN,5′ 11″,182,Cape Breton,QMJHL
5,128,157 NA,TOR,Dakota Joshua,C,USA,6′ 1″,182,Sioux Falls,USHL
5,129,NR,WPG,Clinston Franklin,LW,USA,5′ 11″,190,Sioux Falls,USHL
5,130,NR,EDM,Liam Coughlin,C/LW,USA,6′ 2″,190,Vernon,BCHL
5,131,76 NA,NJD,Ryan Rehill,D,CAN,6′ 2″,210,Kamloops,WHL
5,132,94 EUR,NSH,Joonas Lyytinen,D,FIN,6′ 0″,154,Kalpa,FINLAND
5,133,82 NA,ARI,Dysin Mayo,D,CAN,5′ 11″,181,Edmonton,WHL
5,134,132 NA,WSH,Shane Gersich,C/LW,USA,5′ 11″,175,USA U-18,USHL
5,135,139 EUR,DAL,Miro Karjalainen,D,FIN,6′ 5″,205,Jokerit U18,FINLAND-JR. U18
5,136,8 NA-G,DET,Chase Perry,G,USA,6′ 2″,189,Wenatchee,NAHL
5,137,117 NA,CBJ,Tyler Bird,RW,USA,6′ 1″,200,Kimball Union,HIGH-NH
5,138,23 EUR,PHI,Oskar Lindblom,LW,SWE,6′ 1″,191,Brynas Jr.,SWEDEN-JR.
5,139,211 NA (LV),MIN,Tanner Faith,D,CAN,6′ 4″,219,Kootenay,WHL
5,140,102 NA,NYR,Daniel Walcott,D,CAN,5′ 11″,161,Blainville-Boisbriand,QMJHL
5,141,42 NA,CHI,Luc Snuggerud,D,USA,6′ 0″,180,Eden Prarie,HIGH-MN
5,142,118 NA,NYR,Tyler Nanne,D,USA,5′ 10″,174,Edina High,HIGH-MN
5,143,133 NA,FLA,Miguel Fidler,LW,USA,5′ 11″,186,Edina High,HIGH-MN
5,144,NR,COL,Anton Lindholm,D,SWE,6′ 0″,191,Skelleftea Jr.,SWEDEN-JR.
5,145,114 NA,PIT,Anthony Angello,C,USA,6′ 3″,190,Omaha,USHL
5,146,101 NA,BOS,Anders Bjork,LW,USA,5′ 11″,182,USA U-18,USHL
5,147,75 NA,MTL,Daniel Audette,C,USA,5′ 8″,175,Sherbrooke,QMJHL
5,148,29 EUR,CHI,Andreas Soderberg,D,SWE,6′ 4″,200,Skelleftea Jr.,SWEDEN-JR.
5,149,136 NA,SJS,Rourke Chartier,C,CAN,5′ 10″,173,Kelowna,WHL
5,150,13-NA,LAK,Alec Dillon,G,CAN,6′ 4″,168,Victoria,BCHL
6,151,138 NA,BUF,Christopher Brown,C,USA,6′ 0″,179,Cranbrook Kingswood,HIGH-MI
6,152,109 NA,NJD,Joey Dudek,C,USA,5′ 11″,180,Kimball Union,HIGH-NH
6,153,188 NA,EDM,Tyler Vesel,C,USA,5′ 10″,180,Omaha,USHL
6,154,54 NA,DAL,Aaron Haydon,D,USA,6′ 2″,197,Niagara,OHL
6,155,NR,NYI,Kyle Schempp,C,USA,6′ 0″,178,Ferris State,WCHA
6,156,161 NA,VAN,Kyle Pettit,C,CAN,6′ 4″,200,Erie,OHL
6,157,NR,LAK,Jake Marchment,C,CAN,6′ 3″,206,Belleville,OHL
6,158,NR,TOR,Nolan Vesey,LW,USA,5′ 11″,198,South Shore,USPHL PRE.
6,159,96 NA,WSH,Steven Spinner,RW,USA,5′ 11″,196,Eden Prarie,HIGH-MN
6,160,NR,MIN,Pontus Sjalin,D,SWE,6′ 0″,175,Ostersunds,J20 Elit
6,161,NR,NJD,Brandon Baddock,LW,CAN,6′ 3″,205,Edmonton,WHL
6,162,90 NA,NSH,Aaron Irving,D,CAN,6′ 0″,185,Edmonton,WHL
6,163,68 EUR,ARI,David Westlund,D,SWE,6′ 3″,207,Brynas Jr.,SWEDEN-JR.
6,164,54 EUR,WPG,Pavel Kraskovsky,C,RUS,6′ 4″,187,Yaroslavl 2,RUSSIA-JR.
6,165,NR,DAL,John Nyberg,LW,SWE,6′ 2″,180,Frolunda Jr.,SWEDEN-JR.
6,166,NR,DET,Julius Vahatalo,LW,FIN,6′ 5″,191,TPS Jr.,FINLAND-JR.
6,167,NR,MIN,Chase Lang,C,CAN,6′ 1″,193,Calgary,WHL
6,168,121 NA,PHI,Radel Fazleev,C,RUS,6′ 0″,176,Calgary,WHL
6,169,137 NA,MIN,Reid Duke,C,CAN,6′ 0″,191,Lethbridge,WHL
6,170,NR,TBL,Cristiano Digiacinto,LW,CAN,5′ 10″,186,Windsor,OHL
6,171,115 NA,SJS,Kevin Labanc,RW,USA,5′ 10″,186,Barrie,OHL
6,172,153 NA,STL,C.J. Yakimowicz,RW,USA,6′ 2″,198,London,OHL
6,173,154 NA,PIT,Jaden Lindo,RW,CAN,6′ 1″,201,Owen Sound,OHL
6,174,9 EUR-G,COL,Maximilian Pajpach,G,SVK,6′ 1″,207,Slovakia U18,SLOVAKIA-2
6,175,15 EUR,CGY,Adam Ollas Mattsson,D,SWE,6′ 4″,209,Djurgarden Jr.,SWEDEN-JR.
6,176,NR,STL,Samuel Blais,LW,CAN,5′ 9″,164,Victoriaville,QMJHL
6,177,NR,MTL,Hayden Hawkey,G,USA,6′ 1″,180,Omaha,USHL
6,178,NR,CHI,Dylan Sikura,C,CAN,5′ 11″,149,Aurora,OJHL
6,179,NR,CHI,Ivan Nalimov,G,RUS,6′ 5″,211,SKA St. Petersburg 2,RUSSIA-JR.
6,180,88 NA,LAK,Matthew Mistele,LW,CAN,6′ 1″,190,Plymouth,OHL
7,181,NR,BUF,Victor Olofsson,RW,SWE,5′ 7″,157,Modo Jr.,SWEDEN-JR.
7,182,NR,FLA,Hugo Fagerblom,G,SWE,6′ 6″,202,Frolunda U18,SWEDEN-JR. U18
7,183,10 NA-G,EDM,Keven Bouchard,G,CAN,6′ 2″,205,Val d’Or,QMJHL
7,184,NR,CGY,Austin Carroll,RW,CAN,6′ 3″,216,Victoria,WHL
7,185,171 NA,TBL,Cameron Darcy,C,USA,6′ 0″,192,Cape Breton,QMJHL
7,186,NR,VAN,MacKenze Stewart,D,CAN,6′ 3″,240,Prince Albert,WHL
7,187,69 NA,CAR,Kyle Jenkins,D,CAN,6′ 0″,166,Sault Ste. Marie,OHL
7,188,91 EUR,TOR,Pierre Engvall,LW,SWE,6′ 4″,191,Frolunda Jr.,SWEDEN-JR.
7,189,73 NA,OTT,Kelly Summers,D,CAN,6′ 1″,191,Carleton Place,CCHL
7,190,70 NA,OTT,Francis Perron,LW,CAN,5′ 11″,166,Rouyn-Noranda,QMJHL
7,191,142 NA,ARI,Jared Fiegl,LW,USA,6′ 1″,206,USA U-18,USHL
7,192,NR,WPG,Matt Ustaski,C/LW,USA,6′ 5″,221,Langley,BCHL
7,193,145 NA,ARI,Edgars Kulda,LW,LVA,5′ 11″,177,Edmonton,WHL
7,194,51 EUR,WSH,Kevin Elgestal,RW,SWE,6′ 1″,176,Frolunda Jr.,SWEDEN-JR.
7,195,140 NA,DAL,Patrick Sanvido,D,CAN,6′ 5″,218,Windsor,OHL
7,196,90 EUR,DET,Axel Holmstrom,C,SWE,6′ 0″,198,Skelleftea Jr.,SWEDEN-JR.
7,197,126 NA,CBJ,Olivier Leblanc,D,CAN,5′ 11″,157,Saint John,QMJHL
7,198,NR,PHI,Jesper Pettersson,D,SWE,5′ 9″,187,Linkoping,SWEDEN
7,199,21 EUR,MIN,Pavel Jenys,C,CZE,6′ 3″,203,Brno,CZREP
7,200,NR,NYI,Lukas Sutter,C,USA,6′ 0″,209,Red Deer,WHL
7,201,NR,DET,Alexander Kadeykin,C,RUS,6′ 3″,213,Mytischi,RUSSIA
7,202,NR,STL,Dwyer Tschantz,RW,USA,6′ 4″,209,Indiana,USHL
7,203,NR,PIT,Jeff Taylor,D,USA,6′ 0″,180,Union College,ECAC
7,204,51 NA,COL,Julien Nantel,C/LW,CAN,6′ 0″,193,Rouyn-Noranda,QMJHL
7,205,8 EUR,ANA,Ondrej Kase,RW,CZE,6′ 0″,165,Chomutov,CZREP
7,206,12 EUR,BOS,Emil Johansson,D,SWE,5′ 11″,194,HV 71 Jr.,SWEDEN-JR.
7,207,106 NA,MTL,Jake Evans,C/RW,CAN,6′ 0″,172,St. Michael’s,OJHL
7,208,181 NA,CHI,Jack Ramsey,RW,USA,6′ 2″,175,Penticton,BCHL
7,209,59 NA,LAK,Spencer Watson,RW,CAN,5′ 9″,170,Kingston,OHL
7,210,172 NA,LAK,Jacob Middleton,D,CAN,6′ 2″,200,Ottawa,OHL
